Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,7,6,4,5,2,4,3,2,1,1,1,0,1,0,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,4,5,2,3,7,1,2,2,2,0,2,0,3,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,4,4,3,6,4,4,0,6,0,1,1,0,4,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,1,8,2,3,2,3,2,2,1,1,4,2,5,1,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,0,3,2,4,3,4,1,4,4,2,5,0,3,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,1,4,0,5,5,3,1,6,1,0,2,2,2,1,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,1,3,3,4,6,2,2,1,1,2,0,0,4,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,0,3,1,1,2,4,3,3,3,0,6,1,5,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,0,7,6,2,2,0,1,3,1,1,1,0,3,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,0,3,0,1,7,4,3,2,1,0,2,2,2,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,2,4,4,0,1,4,5,3,0,2,5,0,7,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,1,6,3,2,0,8,3,0,3,1,3,0,4,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,0,2,2,4,3,6,5,1,2,1,2,3,3,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,1,2,2,1,7,2,1,5,1,2,3,3,3,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,3,7,2,5,3,2,0,3,3,2,2,0,0,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,4,4,0,1,4,2,0,5,1,1,3,6,3,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,2,2,2,0,1,2,4,6,4,2,1,0,4,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,302,Inter Microeconomic Theory,2,3,4,3,5,4,3,3,2,0,2,0,2,0,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,2,3,7,6,7,4,2,0,1,0,1,0,1,0,"Zhao, Rui"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,1,4,6,6,7,3,2,1,1,2,0,0,1,1,"Zhao, Rui"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,2,6,7,5,4,3,1,2,0,0,1,1,0,0,"Zhao, Rui"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,5,4,5,5,7,4,2,1,1,0,1,0,0,0,"Zhao, Rui"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,2,6,3,8,6,3,2,2,0,1,0,0,2,0,"Zhao, Rui"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,0,9,6,4,3,4,0,3,1,0,0,2,1,0,"Zhao, Rui"
2019,Fall,2019-fa,ECON,303,Inter Macroeconomic Theory,3,7,7,4,6,2,4,3,3,0,0,0,5,0,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,402,American Economic History,2,3,3,6,3,3,3,2,1,0,0,0,3,1,"DiIanni, Isaac"
2019,Fall,2019-fa,ECON,411,Public Sector Economics,2,7,2,9,10,8,6,8,3,0,4,0,0,0,"Arvin-Rad, Hassan"
2019,Fall,2019-fa,ECON,414,Urban Economics,1,11,3,7,17,6,3,4,1,0,0,0,0,0,"Albouy, David Y"
2019,Fall,2019-fa,ECON,415,Environmental Economics,6,6,5,5,5,7,1,1,0,0,0,0,0,1,"Buckley, Bryan D"
2019,Fall,2019-fa,ECON,418,Health Economics,1,13,7,8,19,0,0,0,0,0,1,0,0,1,"Arnould, Richard J"
2019,Fall,2019-fa,ECON,420,International Economics,4,4,6,8,6,5,2,0,0,0,0,0,0,0,"Arango Isaza, Mauricio"
2019,Fall,2019-fa,ECON,425,Macroeconomic Policy,7,9,2,4,3,5,0,0,1,0,0,0,1,2,"Zhao, Rui"
2019,Fall,2019-fa,ECON,426,Monetary Economics and Policy,8,6,5,5,4,5,4,1,0,0,0,0,0,0,"Zhao, Rui"
2019,Fall,2019-fa,ECON,426,Monetary Economics and Policy,3,7,3,7,7,2,1,2,2,0,0,0,0,0,"Grigoryan, Aram"
2019,Fall,2019-fa,ECON,437,Game Theory,4,13,1,2,3,3,2,2,4,0,2,0,3,0,"Arga, Desak Nyoman Fi"
2019,Fall,2019-fa,ECON,437,Game Theory,1,5,2,7,10,4,2,3,0,1,0,0,0,0,"Yang, Bei"
2019,Fall,2019-fa,ECON,440,Economics of Labor Markets,2,7,5,3,3,2,1,0,0,0,0,0,0,0,"Borgschulte, Mark"
2019,Fall,2019-fa,ECON,442,Women in the Economy,0,4,2,7,6,3,2,2,1,0,0,0,1,0,"Powers, Elizabeth T"
2019,Fall,2019-fa,ECON,447,Economics of the Workplace,0,8,6,5,6,3,5,1,1,2,0,2,0,0,"Sun, Yuanyuan"
2019,Fall,2019-fa,ECON,448,Employee Comp & Incentives,0,2,3,4,9,3,3,5,7,0,1,1,1,0,"Sun, Yuanyuan"
2019,Fall,2019-fa,ECON,450,Development Economics,0,13,4,4,4,4,0,1,0,0,4,0,1,0,"Akresh, Richard S"
2019,Fall,2019-fa,ECON,451,Program Eval in Dev Econ,10,4,15,3,3,2,0,0,0,0,0,1,0,0,"Thornton, Rebecca L"
2019,Fall,2019-fa,ECON,471,Intro to Applied Econometrics,4,8,4,9,4,2,9,2,2,5,4,1,3,0,"Arvin-Rad, Hassan"
2019,Fall,2019-fa,ECON,471,Intro to Applied Econometrics,2,10,2,8,9,4,4,5,4,1,3,0,2,0,"Arvin-Rad, Hassan"
2019,Fall,2019-fa,ECON,475,Economic Forecasting,5,15,0,1,3,0,0,1,0,0,1,0,0,0,"Philipps, Collin S"
2019,Fall,2019-fa,ECON,475,Economic Forecasting,5,15,0,2,6,0,1,2,0,0,1,0,0,0,"Philipps, Collin S"
2019,Fall,2019-fa,ECON,484,Law and Economics,4,22,0,5,3,0,0,0,0,0,0,0,0,0,"Schultz, Colleen"
2019,Fall,2019-fa,ECON,490,Econ of the Digital Economy,0,1,5,5,7,7,0,0,0,0,0,0,0,2,"Hong, Seung-Hyun"
2019,Fall,2019-fa,ECON,490,Applied Machine Learning: Econ,8,2,3,2,2,1,3,0,1,0,0,0,0,0,"Farhoodi, Abdollah"
2019,Fall,2019-fa,ECON,490,Applied Machine Learning: Econ,9,3,2,3,2,0,2,0,1,0,0,0,0,0,"Khazra, Nazanin"
2019,Fall,2019-fa,ECON,490,Economic Growth,10,9,5,2,1,0,0,0,0,1,0,0,0,0,"Ghosh, Priyasmita"
2019,Fall,2019-fa,ECON,490,International Trade,4,5,7,8,7,5,3,0,0,0,0,0,1,0,"Poloni Sant Ann, Vinicios"
2019,Fall,2019-fa,ECON,490,Econ of Organizations,4,13,2,2,8,0,0,0,1,1,0,0,1,0,"Arvan, Lanny"
2019,Fall,2019-fa,ECON,490,International Trade,2,1,2,3,1,1,1,3,2,1,1,1,2,0,"Rodrigues Junio, Mauro"
2019,Fall,2019-fa,ECON,500,Microeconomics,6,9,11,6,2,1,1,1,1,0,0,0,0,0,"Micheletto, Luca"
2019,Fall,2019-fa,ECON,500,Microeconomics,3,4,13,5,3,2,3,1,1,0,0,0,0,0,"Micheletto, Luca"
2019,Fall,2019-fa,ECON,501,Macroeconomics,11,13,12,3,0,1,0,0,0,0,0,0,0,1,"McDermott, Eric M"
2019,Fall,2019-fa,ECON,502,Economic Statistics,1,7,10,9,7,1,1,0,0,0,0,0,0,0,"Toossi, Ali"
2019,Fall,2019-fa,ECON,502,Economic Statistics,0,6,8,14,3,2,4,0,0,0,0,0,0,0,"Toossi, Ali"
2019,Fall,2019-fa,ECON,504,Time Series Analysis in Econ,5,12,3,0,3,1,0,2,0,0,0,0,0,0,"Lee, JiHyung"
2019,Fall,2019-fa,ECON,505,Introduction to Game Theory,4,11,10,11,3,3,0,0,0,0,0,0,0,0,"Lemus Encalada, Jorge A"
2019,Fall,2019-fa,ECON,516,Monetary Theory,0,13,8,3,3,1,0,0,0,0,0,0,0,0,"Amir Ahmadi, Pooyan"
2019,Fall,2019-fa,ECON,528,Microeconomics for Business,25,249,77,48,25,10,5,1,5,0,0,0,8,2,"DeBrock, Lawrence M"
2019,Fall,2019-fa,ECON,528,Microeconomics for Business,7,49,11,11,6,1,2,1,0,0,0,0,3,0,"DeBrock, Lawrence M"
2019,Fall,2019-fa,ECON,532,Econometric Analysis I,2,8,15,8,8,2,0,0,0,0,0,0,0,0,"Bera, Anil K"
2019,Fall,2019-fa,ECON,590,Third-Year Paper Seminar,2,7,9,2,2,0,0,0,0,0,0,0,0,0,"Deltas, George"
2019,Fall,2019-fa,ECON,590,Adv Student Research Seminar,0,35,2,2,0,0,0,0,0,0,0,0,0,0,"Bernhardt, Mark D"
2019,Fall,2019-fa,EDUC,101,Education Orientation Seminar,34,25,4,1,4,1,0,3,0,0,1,0,0,0,"Latham, Nancy I"
2019,Fall,2019-fa,EDUC,101,Education Orientation Seminar,42,16,3,2,0,0,1,0,0,0,0,0,2,0,"Latham, Nancy I"
2019,Fall,2019-fa,EDUC,201,Identity and Difference in Edu,0,25,2,3,0,0,0,0,0,0,0,0,0,0,"Turner, Francena F"
2019,Fall,2019-fa,EDUC,201,Identity and Difference in Edu,0,25,0,2,0,1,0,0,0,0,0,0,1,0,"Luo, Xueqing"
2019,Fall,2019-fa,EDUC,201,Identity and Difference in Edu,0,21,6,0,0,0,1,1,0,0,0,0,0,0,"Jimenez, Marisol"
2019,Fall,2019-fa,EDUC,201,Identity and Difference in Edu,6,11,7,2,2,0,0,0,0,0,0,0,0,1,"Akande, Issac O"
2019,Fall,2019-fa,EDUC,202,Social Justice Sch & Society,2,9,10,2,2,0,0,0,0,0,0,0,0,0,"Gutierrez, Rochelle"
2019,Fall,2019-fa,EDUC,202,Social Justice Sch & Society,6,12,1,1,1,1,0,0,0,0,0,0,0,1,"Gutierrez, Rochelle"
2019,Fall,2019-fa,EDUC,202,Social Justice Sch & Society,2,8,6,4,1,1,2,0,0,0,0,0,0,0,"Gutierrez, Rochelle"
2019,Fall,2019-fa,EDUC,202,Social Justice Sch & Society,16,2,0,3,0,1,0,0,0,0,0,0,0,0,"Gutierrez, Rochelle"
2019,Fall,2019-fa,EDUC,202,Social Justice Sch & Society,7,11,0,3,1,0,1,0,0,0,0,0,0,0,"Gutierrez, Rochelle"
2019,Fall,2019-fa,ENG,101,Engineering at Illinois,0,64,8,7,8,6,4,5,0,0,3,1,11,0,"Forman, Gretchen M"
2019,Fall,2019-fa,ENG,101,Engineering at Illinois,0,54,13,7,8,2,1,1,1,2,2,0,4,0,"Forman, Gretchen M"
2019,Fall,2019-fa,ENG,101,Engineering at Illinois,0,67,7,7,9,7,2,3,1,0,2,0,5,0,"Forman, Gretchen M"
2019,Fall,2019-fa,ENG,110,Comm & Pres Engr,7,11,0,0,6,0,0,3,0,0,0,0,0,0,"Amos, Jennifer"
2019,Fall,2019-fa,ENG,177,Inspiring Interacting Informng,10,11,0,3,0,0,0,1,0,0,0,1,1,0,"Witmer, Ann-Perry"
2019,Fall,2019-fa,ENG,177,Career Ready,18,4,3,0,1,0,0,0,0,0,0,0,1,0,"Stites, Lauren E"
2019,Fall,2019-fa,ENG,177,Grand Challenges,0,44,5,1,0,0,0,0,0,0,0,0,2,0,"Bradley, Joe A"
2019,Fall,2019-fa,ENG,177,Introduction to Sustainability,11,3,6,2,1,1,1,0,0,0,0,0,0,0,"Witmer, Ann-Perry"
2019,Fall,2019-fa,ENG,177,IEFX Projects 1,1,30,11,1,5,0,0,0,0,0,0,0,0,0,"Bradley, Joe A"
2019,Fall,2019-fa,ENG,177,IEFX Projects 2,0,21,6,1,0,0,0,0,0,0,0,0,0,0,"Bradley, Joe A"
2019,Fall,2019-fa,ENG,177,Strategies for Intl Developmnt,2,16,1,0,2,0,0,0,0,0,0,0,0,0,"Witmer, Ann-Perry"
2019,Fall,2019-fa,ENG,199,Intro to Engrg-ARISE,0,20,0,0,3,0,0,0,0,0,0,0,1,0,"Favila, Ivanhoe"
2019,Fall,2019-fa,ENG,471,Seminar Energy & Sustain Engrg,4,32,4,4,3,3,1,0,0,0,0,0,0,0,"Abelson, John R"
2019,Fall,2019-fa,ENG,598,Teaching and Leadership,0,40,0,0,5,0,0,10,0,0,0,0,0,0,"Johnson, Blake E"
2019,Fall,2019-fa,ENGL,103,Intro to Fiction,0,4,6,6,3,0,2,1,0,0,0,0,0,0,"Oh, Rebecca"
2019,Fall,2019-fa,ENGL,104,Introduction to Film,0,19,5,1,1,0,0,0,0,0,0,0,1,0,"Claborn, John P"
2019,Fall,2019-fa,ENGL,104,Introduction to Film,2,15,6,3,1,1,0,0,0,0,0,0,0,0,"Claborn, John P"
2019,Fall,2019-fa,ENGL,104,Introduction to Film,0,5,10,5,4,2,2,1,0,0,0,0,0,0,"Morris, David"
2019,Fall,2019-fa,ENGL,104,Introduction to Film,0,6,6,9,1,1,0,1,0,0,0,0,0,0,"Basu, Anustup"
2019,Fall,2019-fa,ENGL,104,Introduction to Film,0,1,0,3,13,2,2,0,0,1,1,0,0,0,"Slobodnik, Sydney J"
2019,Fall,2019-fa,ENGL,104,Introduction to Film,0,12,8,4,3,0,0,0,0,0,0,0,0,0,"Morris, David"
2019,Fall,2019-fa,ENGL,109,Intro to Fiction-ACP,0,11,3,3,0,3,0,0,0,0,0,1,0,0,"Hossain, Md Alamgir"
2019,Fall,2019-fa,ENGL,109,Intro to Fiction-ACP,3,13,2,3,0,0,0,0,0,0,0,0,1,0,"Matresse, Elizabeth M"
2019,Fall,2019-fa,ENGL,115,Intro to British Literature,24,0,1,0,1,1,0,0,0,0,0,0,0,0,"Bales, Amanda M"
2019,Fall,2019-fa,ENGL,116,Intro to American Literature,6,11,3,1,3,0,0,2,0,0,0,0,1,0,"Becker, Leah M"
2019,Fall,2019-fa,ENGL,119,Literature of Fantasy,0,9,3,6,4,0,0,2,0,0,0,0,0,1,"DeVries, Benjamin R"
2019,Fall,2019-fa,ENGL,120,"Unsung Heroines, Year of Women",3,12,4,2,2,0,0,0,0,0,0,0,0,0,"Baron, Iryce W"
2019,Fall,2019-fa,ENGL,122,Middle Ages in Popular Culture,1,5,7,6,2,1,0,0,0,0,0,0,0,1,"Basu, Anustup"
2019,Fall,2019-fa,ENGL,200,Intro to Lit and Culture,0,19,3,1,0,0,0,0,0,0,0,0,1,0,"Pollock, Anthony"
2019,Fall,2019-fa,ENGL,200,Intro to Lit and Culture,0,6,3,5,3,3,1,1,0,1,0,1,1,0,"Dean, Timothy J"
2019,Fall,2019-fa,ENGL,200,Intro to Lit and Culture,0,9,9,5,0,1,0,0,0,0,0,0,0,0,"Basu, Manisha"
2019,Fall,2019-fa,ENGL,200,Intro to Lit and Culture,0,14,7,1,0,0,0,0,0,0,0,0,0,1,"Pollock, Anthony"
2019,Fall,2019-fa,ENGL,202,Medieval Lit and Culture,0,6,5,6,3,4,2,0,0,0,0,0,0,0,"Barrett, Robert W"
2019,Fall,2019-fa,ENGL,204,Renaissance Lit and Culture,5,11,2,2,0,0,0,0,2,0,0,0,0,1,"Gross, Hilary J"
2019,Fall,2019-fa,ENGL,206,Enlightenment Lit and Culture,3,12,6,6,1,0,1,2,0,0,0,0,0,0,"Cole, Megan E"
2019,Fall,2019-fa,ENGL,218,Introduction to Shakespeare,0,7,5,3,5,3,0,0,0,0,0,0,0,0,"Perry, Curtis"
2019,Fall,2019-fa,ENGL,245,The Short Story,0,10,2,1,3,4,0,1,0,0,0,0,0,0,"Bauer, Dale"
2019,Fall,2019-fa,ENGL,245,The Short Story,3,11,5,2,1,0,0,0,0,0,0,0,0,0,"Cole, Lucinda"
2019,Fall,2019-fa,ENGL,247,The British Novel,1,9,9,5,0,0,0,0,0,0,0,0,0,0,"Baron, Iryce W"
2019,Fall,2019-fa,ENGL,253,Topics in Lit and New Media,1,8,2,8,3,0,0,0,0,0,0,0,2,0,"Byrd, Jodi"
2019,Fall,2019-fa,ENGL,259,Early African American Lit,1,9,7,4,4,1,0,1,0,0,0,0,0,0,"Plasencia, Samantha"
2019,Fall,2019-fa,ENGL,260,Modern African American Lit,5,10,4,4,2,1,2,0,0,0,0,0,1,0,"Humphrey, Cierra C"
2019,Fall,2019-fa,ENGL,273,"American Cinema, 1950-2000",3,3,9,2,3,1,1,0,0,0,0,0,1,0,"Camargo, Sandra"
2019,Fall,2019-fa,ENGL,285,Postcolonial Lit in English,0,7,6,5,0,5,0,0,1,0,0,0,1,0,"Oh, Rebecca"
2019,Fall,2019-fa,ENGL,301,How to Interpret Literature,0,20,3,4,1,2,0,0,0,0,0,0,0,0,"Parker, Robert D"
2019,Fall,2019-fa,ENGL,301,Intro to Critical Theory,0,11,4,4,3,2,1,1,0,0,0,0,2,0,"Loughran, Patricia"
2019,Fall,2019-fa,ENGL,301,How to Interpret Literature,0,10,8,7,3,0,1,1,0,0,0,0,0,0,"Parker, Robert D"
2019,Fall,2019-fa,ENGL,330,Slavery and Identity,2,6,8,2,1,4,1,0,1,0,1,0,1,1,"Wright, David"
2019,Fall,2019-fa,ENGL,350,Writing about Lit Text Culture,0,10,11,1,0,0,1,0,0,0,0,0,0,0,"Hansen, James A"
2019,Fall,2019-fa,ENGL,350,21stCentury African-Amer Lit,0,11,3,4,1,0,0,1,0,0,1,0,3,0,"Hudek, Barry A"
2019,Fall,2019-fa,ENGL,350,After the Apocalypse!,1,13,5,2,1,0,0,0,0,0,1,0,1,0,"Littlefield, Melissa M"
2019,Fall,2019-fa,ENGL,373,Crime Films,1,1,2,3,4,2,3,3,1,0,0,0,1,0,"Camargo, Sandra"
2019,Fall,2019-fa,ENGL,407,Introduction to Old English,0,12,2,1,2,1,0,2,0,0,0,0,1,0,"Trilling, Renee"
2019,Fall,2019-fa,ENGL,418,Shakespeare,2,6,7,3,2,2,0,0,0,0,0,0,0,0,"Gray, Catharine E"
2019,Fall,2019-fa,ENGL,455,Weird Writers,0,10,5,5,1,0,0,0,1,0,0,0,0,0,"Loughran, Patricia"
2019,Fall,2019-fa,ENGL,481,Composition Theory & Practice,10,6,6,2,1,1,0,0,0,0,0,0,0,0,"Russell, Lindsay R"
2019,Fall,2019-fa,EOL,542,Leading Learning-Centrd Schls,0,13,7,1,0,0,0,0,0,0,0,0,0,0,"Roegman, Rachel"
2019,Fall,2019-fa,EOL,547,Education Law,1,15,6,2,2,0,0,0,0,0,0,0,0,0,"Alexander, Samuel K"
2019,Fall,2019-fa,EPOL,500,EdD Essentials Seminar,0,44,1,0,1,0,0,0,0,0,0,0,0,0,"Lee, Sharon S"
2019,Fall,2019-fa,EPOL,550,Methods of Educational Inquiry,0,32,5,2,0,1,0,0,0,0,0,0,0,0,"Adeyemo, Adeoye O"
2019,Fall,2019-fa,EPOL,550,Methods of Educational Inquiry,0,41,1,1,0,0,0,0,1,0,0,0,0,0,"Thorstensson Da, Liv S"
2019,Fall,2019-fa,EPS,310,Race and Cultural Diversity,4,15,1,3,0,0,0,0,1,0,0,0,1,0,"Anderson, James D"
2019,Fall,2019-fa,EPS,310,Race and Cultural Diversity,6,23,3,5,2,0,0,2,1,0,0,0,2,0,"Anderson, James D"
2019,Fall,2019-fa,EPS,400,History of American Education,12,9,0,1,1,0,0,0,0,0,0,0,0,0,"Span, Christopher"
2019,Fall,2019-fa,EPS,402,Asian American Education,15,34,8,1,9,3,0,0,0,1,0,0,0,0,"Pak, Yoon K"
2019,Fall,2019-fa,EPS,412,Critical Thinking in Ed,0,11,4,4,1,1,0,0,0,0,0,0,0,0,"Burbules, Nicholas C"
2019,Fall,2019-fa,EPS,423,Politics of Education,0,31,1,0,3,0,0,0,1,0,0,0,0,0,"Adeyemo, Adeoye O"
2019,Fall,2019-fa,EPS,530,Education and Globalization,0,8,24,4,4,0,0,0,0,0,0,0,0,0,"Castillo, Nathan M"
2019,Fall,2019-fa,EPS,533,Global Youth & Citizenship,16,31,7,2,2,1,0,1,0,0,1,0,0,0,"Rahman, Fauzia S"
2019,Fall,2019-fa,EPS,538,Globalization of Higher Ed,0,25,2,0,0,0,0,0,0,0,0,2,0,1,"Witt, Mary A"
2019,Fall,2019-fa,EPSY,201,Educational Psychology,25,101,54,10,13,13,0,1,0,0,0,0,2,2,"Ruedas-Gracia, Nidia"
2019,Fall,2019-fa,EPSY,202,Exploring Cultural Diversity,13,26,21,3,5,7,3,2,0,0,2,0,1,0,"Landrum-Brown, Joycelyn"
2019,Fall,2019-fa,EPSY,220,Career Theory and Practice,0,25,0,0,0,0,0,0,0,0,0,0,2,0,"Colbert, Cassandra L"
2019,Fall,2019-fa,EPSY,220,Career Theory and Practice,0,12,5,4,1,0,0,1,0,0,1,0,2,0,"Colbert, Cassandra L"
2019,Fall,2019-fa,EPSY,220,Career Theory and Practice,5,20,0,0,1,0,0,0,0,0,0,0,0,0,"Colbert, Cassandra L"
2019,Fall,2019-fa,EPSY,220,Career Theory and Practice,0,25,0,0,0,0,0,0,0,1,0,0,0,0,"Colbert, Cassandra L"
2019,Fall,2019-fa,EPSY,220,Career Theory and Practice,0,16,3,1,0,0,1,0,0,1,1,0,0,0,"Colbert, Cassandra L"
2019,Fall,2019-fa,EPSY,401,Child Language and Education,7,7,4,0,0,1,0,1,0,0,0,0,1,0,"Christianson, Kiel"
2019,Fall,2019-fa,EPSY,420,Theories of Psychotherapy,0,25,17,13,16,2,3,2,2,2,1,0,2,0,"Kinderman, Lisa"
2019,Fall,2019-fa,EPSY,430,Early Adolescent Development,5,20,8,0,1,0,0,0,0,0,0,1,0,0,"Napolitano, Christopher M"
2019,Fall,2019-fa,EPSY,456,Human Perform & Cogn in Contxt,2,24,0,0,7,0,0,0,0,0,0,0,0,0,"Morrow, Daniel G"
2019,Fall,2019-fa,EPSY,480,Educational Statistics,0,29,7,5,4,0,0,0,0,0,1,0,2,0,"Li, Xiao"
2019,Fall,2019-fa,EPSY,485,Assessing Student Performance,17,34,12,11,1,2,1,1,1,0,0,0,0,0,"Mann, Jay A"
2019,Fall,2019-fa,EPSY,578,Qualitative Inquiry Methods,5,20,6,1,0,0,0,0,0,0,0,0,0,0,"Hopson, Rodney"
2019,Fall,2019-fa,EPSY,580,Statistical Inference in Educ,4,24,6,1,6,1,0,0,0,0,0,0,0,0,"Jiang, Ge"
2019,Fall,2019-fa,ESE,100,Sustainable Earth,0,3,6,6,3,3,0,1,1,0,0,0,1,0,"Tomkin, Jonathan H"
2019,Fall,2019-fa,ESE,200,Earth Systems,3,9,20,17,12,11,4,2,0,0,0,0,1,0,"Tomkin, Jonathan H"
2019,Fall,2019-fa,ESE,200,Earth Systems,2,8,9,8,8,3,1,1,0,0,1,0,0,0,"Tomkin, Jonathan H"
2019,Fall,2019-fa,ESE,360,Environmental Writing,1,4,8,4,4,0,0,0,0,0,0,0,0,0,"Kanter, Robert E"
2019,Fall,2019-fa,FAA,101,Arts at Illinois,41,230,13,13,31,3,7,5,4,2,5,3,7,0,"Edwards, Mary M"
2019,Fall,2019-fa,FAA,102,Design Beyond Boundaries,0,22,3,0,10,2,0,1,0,1,0,1,4,1,"Briggs, Molly C"
2019,Fall,2019-fa,FIN,221,Corporate Finance,7,12,2,0,6,1,2,6,0,0,0,0,0,0,"Sehgal, Bhanu"
2019,Fall,2019-fa,FIN,221,Corporate Finance,2,10,4,3,4,3,0,5,3,2,3,0,1,2,"Sehgal, Bhanu"
2019,Fall,2019-fa,FIN,221,Corporate Finance,4,12,2,3,11,3,3,2,2,0,1,0,1,0,"Pecas Correia, Filipe"
2019,Fall,2019-fa,FIN,221,Corporate Finance,1,10,3,4,15,3,1,2,0,0,3,0,2,0,"Balasubramanian, Sharan"
2019,Fall,2019-fa,FIN,221,Corporate Finance,0,12,0,4,4,2,1,8,1,1,2,0,0,1,"Balasubramanian, Sharan"
2019,Fall,2019-fa,FIN,221,Corporate Finance,1,13,1,6,9,4,3,2,2,0,2,0,0,0,"Kamble, Vaibhav K"
2019,Fall,2019-fa,FIN,221,Corporate Finance,2,15,1,3,4,2,2,5,1,2,4,0,0,0,"Kamble, Vaibhav K"
2019,Fall,2019-fa,FIN,221,Corporate Finance,2,81,32,16,56,21,21,28,3,5,5,0,3,0,"Dyer, Michael A"
2019,Fall,2019-fa,FIN,230,Introduction to Insurance,0,96,0,0,62,0,0,16,0,0,4,0,4,0,"Proksa, Corrie L"
2019,Fall,2019-fa,FIN,241,Fundamentals of Real Estate,1,31,2,2,6,1,0,3,0,0,0,0,0,0,"Davis, Jeffrey M"
2019,Fall,2019-fa,FIN,241,Fundamentals of Real Estate,4,15,4,8,9,1,0,0,0,0,0,0,0,1,"Perkins, Scott E"
2019,Fall,2019-fa,FIN,300,Financial Markets,4,10,6,3,6,3,2,1,1,0,0,0,0,0,
2019,Fall,2019-fa,FIN,300,Financial Markets,1,2,3,5,10,4,2,2,4,1,1,0,1,3,"Smith, Mark K"
2019,Fall,2019-fa,FIN,300,Financial Markets,1,12,10,4,10,4,2,2,0,1,0,0,0,0,
2019,Fall,2019-fa,FIN,300,Financial Markets,1,8,9,8,7,3,0,3,2,1,0,0,1,0,
2019,Fall,2019-fa,FIN,300,Financial Markets,0,1,3,0,4,6,2,4,1,0,0,0,2,1,"Smith, Mark K"
2019,Fall,2019-fa,FIN,300,Financial Markets,3,4,6,7,7,2,3,2,0,1,0,0,3,0,"Spencer, Xiangyi X"
2019,Fall,2019-fa,FIN,321,Advanced Corporate Finance,1,4,7,7,7,2,3,3,1,1,1,0,0,0,"Huang, Jiekun"
2019,Fall,2019-fa,FIN,321,Advanced Corporate Finance,4,10,15,3,7,4,1,2,0,0,0,0,0,0,"Huang, Jiekun"
2019,Fall,2019-fa,FIN,321,Advanced Corporate Finance,3,14,9,2,7,3,1,0,2,1,2,0,0,0,"Huang, Jiekun"
2019,Fall,2019-fa,FIN,321,Advanced Corporate Finance,10,9,2,4,4,4,0,2,2,1,3,0,1,0,"Spencer, Xiangyi X"
2019,Fall,2019-fa,FIN,321,Advanced Corporate Finance,0,5,3,8,9,9,0,0,0,0,0,0,0,0,"Peters, Stephen R"
2019,Fall,2019-fa,FIN,392,Investment Management Academy,0,24,0,1,0,0,0,0,0,0,0,0,0,0,"Raskie, Sterling"
2019,Fall,2019-fa,FIN,411,Investment & Portfolio Mngt,6,8,17,5,10,8,3,2,0,0,0,0,0,0,"Choi, Jaewon"
2019,Fall,2019-fa,FIN,411,Investment & Portfolio Mngt,7,14,16,6,5,5,0,0,0,0,0,0,0,0,"Choi, Jaewon"
2019,Fall,2019-fa,FIN,411,Investment & Portfolio Mngt,2,8,5,7,12,3,1,0,0,0,0,0,0,0,"Gao, Xing"
2019,Fall,2019-fa,FIN,412,Options and Futures Markets,4,5,6,7,8,3,1,0,1,2,0,0,0,0,"Peterson, Paul E"
2019,Fall,2019-fa,FIN,423,Financing Emerging Businesses,0,39,6,7,5,0,1,0,0,0,0,0,0,0,"Beard, Dennis E"
